,@status,@severity,cwe->@id,results->result->description->#text,results->result->tool->@category,results->result->tool->@name,rule->@code,rule->@name,escalated_predicted,escalated_values_predicted,escalated_binary_predicted,risk_level
618,false-positive,medium,665,'process' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.109173715,0,Medium
619,false-positive,medium,665,'process' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.109173715,0,Medium
620,false-positive,medium,665,'process' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.109173715,0,Medium
621,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
622,false-positive,medium,665,'process' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.109173715,0,Medium
623,false-positive,medium,665,'process' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.109173715,0,Medium
624,false-positive,medium,665,'process' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.109173715,0,Medium
625,false-positive,medium,665,'process' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.109173715,0,Medium
626,false-positive,medium,665,'__dirname' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.10900156,0,Medium
627,false-positive,medium,665,'process' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.109173715,0,Medium
628,false-positive,medium,665,'process' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.109173715,0,Medium
629,false-positive,medium,665,'process' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.109173715,0,Medium
630,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
631,escalated,high,22,Found fs.existsSync with non literal argument at index 0,security,ESLint,rule-48889f368c09a1c977445b9e5aed72f03394e07276cc7d178420e094592c07ce,Path Traversal,escalated,0.7798098,1,High
632,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
633,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
634,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
635,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
636,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
637,false-positive,medium,665,'process' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.109173715,0,Medium
638,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
639,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
640,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
641,false-positive,medium,665,'process' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.109173715,0,Medium
642,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
643,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
644,escalated,high,22,Found fs.existsSync with non literal argument at index 0,security,ESLint,rule-48889f368c09a1c977445b9e5aed72f03394e07276cc7d178420e094592c07ce,Path Traversal,escalated,0.7798098,1,High
645,false-positive,medium,665,'module' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.12082542,0,Medium
646,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
647,escalated,high,79,HTML passed in to function 'options.usage',xss,ESLint,rule-396ebe8bb0c3dc5d4eb2b5368a97688fdb0f2587416453645c3d06db2b216479,Cross-site Scripting (XSS),escalated,0.72129697,1,High
648,false-positive,medium,665,'process' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.109173715,0,Medium
649,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
650,escalated,high,693,"Marshaling information for string types is missing and what is required may be different from what you expected the default to be. Add [DllImport CharSet=] to the method or [MarshalAs] on the parameter(s) Parameter 'pType', of type 'String', does not have [MarshalAs] attribute, yet no [DllImport CharSet=] is set for the method 'UpdateResource'.",,Gendarme,GEND-MarshalStringsInPInvokeDeclarationsRule,Marshal Strings In PInvoke Declarations ,escalated,0.7732991,1,High
651,escalated,medium,399,This disposable local is not guaranteed to be disposed of before the method returns. Use a 'using' statement or surround the local's usage with a try/finally block. Local of type 'Process' is not disposed of (at least not locally).,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.82694477,1,Medium
652,escalated,medium,388,"Every delegate passed to native code must include an exception block which spans the entire method and has a catch all block. Surround the entire method body with a try/catch block. An exception occurred while verifying this method. This failure can probably be ignored, it's most likely due to an uncommon code sequence in the method the rule didn't understand. Index was out of range. Must be non-negative and less than the size of the collection.
Parameter name: index",,Gendarme,rule-e3f0972459f483bc18a68eed953b03a6c7e7fb7e495bc2047dd97eaba40f966b,Error Handling,escalated,0.73019814,1,Medium
653,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
654,escalated,medium,388,,,,rule-e3f0972459f483bc18a68eed953b03a6c7e7fb7e495bc2047dd97eaba40f966b,Error Handling,escalated,0.6215003,1,Medium
655,escalated,medium,465,A visible method does not check its parameter(s) for null values. Since the caller is unknown you should always verify all of your parameters to protect yourself.,,Gendarme,rule-0dd0e028a5ce327b29cd3ffa9ef62c97353c7155364a9a4b89933187ee675fef,Invalid Pointer,escalated,0.74093264,1,Medium
656,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
657,escalated,medium,399,This type contains disposable field(s) which aren't disposed. Ensure that every disposable field(s) is correctly disposed. Since updateLock is Disposable Dispose() should call updateLock.Dispose(),,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.82694477,1,Medium
658,escalated,high,695,The type uses System.IntPtr or System.UIntPtr instead of System.Runtime.InteropServices.SafeHandle. Consider changing the code to use SafeHandle.,,Gendarme,GEND-PreferSafeHandleRule,Prefer Safe Handle ,escalated,0.7848164,1,High
659,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
660,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
661,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
662,escalated,high,695,The type uses System.IntPtr or System.UIntPtr instead of System.Runtime.InteropServices.SafeHandle. Consider changing the code to use SafeHandle.,,Gendarme,GEND-PreferSafeHandleRule,Prefer Safe Handle ,escalated,0.7848164,1,High
663,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
664,escalated,medium,399,This disposable local is not guaranteed to be disposed of before the method returns. Use a 'using' statement or surround the local's usage with a try/finally block. Local of type 'XmlNodeList' is not disposed of (at least not locally).,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8281187,1,Medium
665,escalated,high,693,"Marshaling information for string types is missing and what is required may be different from what you expected the default to be. Add [DllImport CharSet=] to the method or [MarshalAs] on the parameter(s) Parameter 'lpszFileName', of type 'String', does not have [MarshalAs] attribute, yet no [DllImport CharSet=] is set for the method 'GetFileVersionInfoSize'.",,Gendarme,GEND-MarshalStringsInPInvokeDeclarationsRule,Marshal Strings In PInvoke Declarations ,escalated,0.7732991,1,High
666,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
667,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
668,escalated,medium,399,,,,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.7760365,1,Medium
669,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
670,escalated,medium,252,The method ignores the result value from a method call. Don't ignore the result value. Unused object of type 'System.Void System.Windows.Application::.ctor()' created.,,Gendarme,rule-9d96e172832dcb7198b029ec07a771b40eecf1c51bc7afeabe8926e6928c626d,Return Value,escalated,0.7347397,1,Medium
671,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
672,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
673,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
674,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
675,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
676,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
677,false-positive,medium,665,'process' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.109173715,0,Medium
678,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
679,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
680,false-positive,medium,665,'module' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.12082542,0,Medium
681,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
682,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
683,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
684,escalated,medium,399,This disposable local is not guaranteed to be disposed of before the method returns. Use a 'using' statement or surround the local's usage with a try/finally block. Local of type 'BinaryWriter' is not disposed of (at least not locally).,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.82694477,1,Medium
685,escalated,medium,399,This disposable local is not guaranteed to be disposed of before the method returns. Use a 'using' statement or surround the local's usage with a try/finally block. Local of type 'Process' is not disposed of (is this a fluent-like API ?).,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.82694477,1,Medium
686,escalated,medium,399,,,,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.7760365,1,Medium
